SOURCE	TARGET
33	21
46	41
53	38
73	4
80	8
83	44
83	52
83	54
85	60
86	12
86	32
102	63
109	18
109	71
111	65
117	27
126	26
128	17
133	105
134	26
142	25
145	48
148	109
149	103
153	18
157	5
157	108
158	5
158	70
159	15
171	141
172	28
175	17
175	123
177	98
177	136
178	168
181	57
186	49
190	42
191	128
193	135
194	125
196	158
197	89
199	18
201	175
208	66
214	52
217	116
219	172
221	18
222	80
222	201
233	92
236	199
238	77
239	40
239	206
241	37
242	206
254	190
255	68
258	24
258	80
259	169
261	227
263	192
264	183
266	203
267	187
269	139
270	53
274	272
276	88
281	34
281	219
285	38
285	164
287	21
288	93
288	239
288	277
290	21
290	211
292	254
293	75
294	19
295	123
297	129
301	103
301	104
306	134
310	263
318	313
320	44
320	173
321	75
321	254
321	300
325	15
327	251
328	43
328	250
328	270
330	269
332	107
333	131
333	178
335	80
335	94
337	3
337	176
337	181
339	18
339	37
339	48
339	338
340	296
344	92
350	90
350	259
353	78
354	214
354	303
356	344
359	31
359	50
360	130
360	356
362	32
362	176
362	222
364	5
365	341
368	236
368	283
370	227
372	241
374	354
375	122
376	285
377	331
379	34
379	266
381	201
382	181
382	370
383	28
383	85
386	92
388	324
390	167
390	321
391	232
392	190
394	53
394	88
394	118
395	183
398	243
398	377
400	85
400	142
402	375
404	73
404	141
407	202
408	176
408	376
409	271
411	212
415	184
415	249
415	398
419	28
421	262
424	184
425	227
425	311
425	341
426	15
426	109
426	204
428	155
428	316
429	117
429	181
434	235
435	411
436	335
439	344
440	133
440	232
440	314
440	378
442	84
442	157
442	441
443	135
444	36
444	169
444	402
447	217
448	215
448	438
451	32
452	11
453	91
455	187
456	36
457	111
457	112
457	246
458	277
458	422
459	158
460	60
461	297
464	145
464	228
466	369
469	72
469	400
472	234
473	305
473	430
475	237
475	405
479	334
480	182
481	123
482	171
482	319
482	381
485	129
486	384
487	11
487	121
487	298
487	358
489	227
490	108
490	145
492	363
494	110
494	200
495	417
495	447
496	220
496	447
497	426
500	96
503	391
504	5
505	283
506	9
506	485
507	1
508	28
509	295
509	322
509	452
510	453
510	461
512	284
512	407
513	239
513	424
514	138
516	198
516	442
519	133
519	216
521	257
521	379
523	166
523	395
524	439
525	5
525	389
526	201
527	273
528	64
528	507
529	89
530	75
530	370
532	215
534	456
536	280
537	81
537	139
539	28
540	67
541	197
543	158
544	19
544	102
544	174
545	130
546	244
549	374
550	234
550	344
552	408
554	535
555	40
556	158
557	337
558	167
558	200
559	310
560	167
560	178
560	211
560	442
561	277
561	417
561	514
562	529
563	72
563	505
565	3
566	80
566	340
566	411
567	442
568	154
569	65
569	155
571	122
572	84
573	548
575	129
575	206
576	199
576	303
577	330
579	418
580	301
581	203
584	150
585	35
588	487
588	523
588	568
589	506
591	39
591	207
591	219
594	479
596	174
597	460
598	44
598	297
598	427
599	173
602	265
602	364
603	38
605	226
605	320
605	442
605	492
606	186
606	361
607	304
608	208
609	64
609	302
610	62
612	281
614	140
614	580
615	517
616	111
616	225
617	445
618	520
618	563
621	471
622	510
622	537
623	58
623	118
624	28
624	193
624	326
624	350
624	496
624	573
625	122
625	136
625	294
626	104
626	318
629	28
629	200
630	228
630	414
632	107
632	288
633	508
634	605
635	277
635	587
636	53
636	156
636	514
636	611
637	384
638	499
639	440
641	30
641	379
642	17
645	52
647	5
648	566
650	96
651	547
652	8
652	11
652	41
653	100
653	413
653	477
654	82
654	587
655	17
655	573
656	104
657	361
657	373
658	8
659	308
659	352
660	274
661	324
661	386
661	587
662	189
663	25
664	208
664	514
665	26
666	22
666	471
667	382
667	537
667	584
668	520
669	177
669	208
670	14
670	217
670	414
670	456
671	241
672	559
672	653
673	70
674	47
675	550
676	521
677	149
678	55
678	670
679	347
679	631
679	669
680	381
681	48
681	263
681	274
682	69
682	256
682	341
683	56
683	209
685	445
686	40
687	547
688	123
689	552
691	196
692	250
692	490
693	240
693	332
693	453
695	212
696	373
696	624
697	287
698	211
698	455
698	561
700	417
701	4
701	290
701	376
702	193
702	677
703	617
705	31
706	96
706	270
706	457
706	504
707	352
708	281
709	344
709	550
710	136
710	662
711	367
711	528
711	611
712	63
712	274
712	409
713	49
713	166
714	91
714	247
715	40
715	86
715	399
715	479
716	181
716	274
716	543
718	632
719	135
719	313
720	386
721	125
721	191
721	510
723	261
723	310
724	438
725	472
726	261
726	480
726	622
727	67
727	671
728	424
728	446
728	719
729	656
731	337
731	489
732	52
732	451
733	276
734	80
734	578
738	596
739	64
739	76
739	154
739	666
742	200
742	514
742	520
743	670
744	287
745	191
745	475
746	408
746	608
748	58
750	256
750	388
751	71
751	250
751	742
752	557
753	560
754	479
754	522
754	559
754	591
755	278
755	360
756	528
756	625
756	719
757	31
758	211
758	546
758	549
760	340
760	536
760	737
762	73
762	441
762	667
762	708
763	742
764	274
764	510
765	597
766	266
768	390
768	430
769	278
770	735
771	182
772	209
772	463
773	673
774	196
774	686
775	730
776	153
777	319
777	332
780	348
781	435
782	151
782	602
783	52
783	262
784	131
784	729
785	659
785	781
786	96
787	429
787	654
788	627
789	209
789	535
791	28
791	209
792	75
792	427
793	300
793	752
794	88
794	296
796	213
799	272
800	151
801	81
801	184
801	467
802	404
802	799
804	446
804	593
806	546
807	306
808	267
808	307
808	364
810	746
811	287
812	173
812	668
813	94
813	323
813	736
814	488
815	101
815	142
815	208
816	65
816	271
816	345
816	625
817	520
818	74
818	720
818	779
819	132
819	145
819	457
820	754
821	163
824	177
824	188
824	379
825	672
826	318
827	249
827	296
829	667
829	693
830	408
830	614
830	714
831	244
831	247
831	419
831	437
831	623
832	187
832	232
832	639
834	83
834	691
835	87
836	56
836	268
836	280
836	388
836	501
837	289
837	334
838	467
839	565
842	287
845	64
845	98
845	354
846	102
846	240
847	457
847	520
848	21
848	116
848	841
849	95
849	229
850	39
850	274
851	2
851	275
851	573
852	33
853	589
853	653
854	40
854	741
854	806
855	180
855	263
856	254
856	564
856	583
857	35
857	107
858	155
859	153
859	394
859	398
859	593
859	673
860	97
861	41
861	529
862	63
862	223
862	231
863	746
865	573
866	264
866	530
868	844
869	714
870	117
870	293
870	650
871	458
871	698
871	777
872	361
872	494
872	846
873	693
874	120
876	490
876	565
876	772
877	136
877	176
878	35
878	368
878	729
879	395
880	287
880	609
881	424
881	530
881	877
883	256
883	270
884	697
885	341
885	617
887	373
887	526
887	881
889	99
890	94
890	313
891	480
891	576
891	714
891	879
893	549
894	440
894	495
895	175
896	235
896	661
897	80
897	326
897	592
898	684
898	852
900	224
900	778
900	888
901	173
901	699
902	512
903	131
903	304
903	747
904	455
905	155
906	806
907	85
907	97
907	520
907	607
908	365
908	770
909	217
909	888
910	171
910	193
911	630
911	683
911	792
912	267
912	709
912	888
914	58
914	127
914	492
915	35
915	291
915	638
916	2
916	482
916	707
917	44
917	698
917	875
918	651
918	665
919	181
921	22
921	406
921	723
921	732
921	822
922	292
922	729
923	128
923	227
923	661
923	710
926	41
926	302
926	530
926	568
928	65
928	536
928	733
929	208
929	350
929	562
929	572
930	331
930	627
931	370
931	698
931	717
931	888
932	835
933	244
933	335
933	745
933	845
934	290
934	428
934	813
934	843
934	861
934	889
935	451
935	497
937	392
938	51
938	158
938	507
939	421
939	488
940	67
940	139
940	381
940	530
942	380
943	620
945	16
945	659
945	687
946	811
947	485
948	465
948	744
948	775
949	54
949	358
949	493
949	680
950	108
950	329
950	829
950	949
953	121
953	411
953	413
953	916
955	422
955	658
955	934
956	84
957	15
957	380
958	257
958	330
958	549
959	61
959	256
959	352
959	582
960	210
960	898
961	173
961	390
962	169
962	445
962	732
964	262
964	369
964	374
965	487
966	62
966	389
968	1
968	442
968	584
969	324
970	74
970	423
971	386
971	834
972	426
973	298
974	87
974	145
975	554
975	730
976	728
976	828
976	884
977	87
977	245
980	624
980	756
981	135
981	560
982	16
982	782
982	789
983	63
983	100
983	169
983	618
985	627
985	634
985	848
985	972
986	263
986	979
987	14
987	367
987	537
987	722
987	881
988	502
988	969
990	196
990	591
990	609
991	549
991	737
991	923
992	541
993	119
993	338
993	478
994	249
994	366
994	938
995	940
996	192
996	780
999	69
999	118
999	133
1000	196
1000	631
1001	187
1001	815
1001	957
1002	175
1002	549
1002	703
1003	215
1003	608
1004	83
1005	197
1005	810
1006	286
1006	737
1007	6
1007	171
1007	430
1007	757
1008	190
1008	335
1009	539
1010	333
1010	608
1010	627
1010	905
1013	155
1013	479
1013	600
1013	953
1014	170
1014	207
1014	454
1014	705
1015	38
1015	697
1016	407
1016	408
1017	593
1017	865
1018	20
1018	485
1018	743
1018	881
1019	489
1019	513
1020	48
1020	836
1021	222
1021	846
1022	455
1023	579
1023	586
1024	221
1026	57
1026	283
1027	175
1027	199
1027	411
1028	290
1028	848
1029	560
1029	823
1030	38
1030	419
1030	464
1030	664
1031	554
1032	995
1033	369
1034	632
1034	798
1034	904
1035	349
1035	767
1035	948
1036	75
1039	815
1039	991
1040	536
1040	903
1040	1005
1043	48
1044	132
1044	652
1045	1
1045	227
1045	449
1047	64
1047	215
1047	326
1047	1008
1048	820
1048	880
1049	399
1049	651
1049	656
1051	125
1051	727
1051	1043
1052	73
1052	646
1052	716
1052	1000
1053	712
1053	966
1055	67
1055	781
1057	35
1058	259
1058	553
1058	648
1059	384
1059	873
1060	74
1061	289
1061	618
1061	733
1061	1027
1062	787
1063	34
1063	982
1063	1048
1064	148
1064	653
1064	956
1064	1042
1065	921
1066	159
1066	507
1067	8
1067	356
1067	584
1067	876
1067	1044
1068	55
1068	302
1068	368
1068	668
1068	1028
1069	168
1069	300
1070	634
1070	913
1070	950
1071	772
1072	204
1072	506
1073	101
1073	146
1073	250
1073	290
1073	586
1074	78
1075	380
1076	10
1076	352
1076	486
1077	41
1079	171
1079	317
1079	760
1080	524
1080	901
1081	514
1082	567
1083	525
1083	560
1084	838
1085	339
1085	367
1086	61
1086	732
1087	176
1087	303
1088	881
1089	901
1090	218
1090	1021
1092	285
1093	277
1093	726
1093	814
1093	833
1094	599
1095	324
1096	443
1096	720
1097	292
1097	829
1098	762
1100	3
1100	80
1100	276
1101	264
1102	473
1102	491
1102	850
1103	549
1105	163
1105	337
1107	86
1107	150
1107	345
1107	403
1107	451
1107	600
1107	814
1108	317
1108	432
1108	1099
1109	192
1110	5
1110	98
1111	439
1111	696
1111	864
1111	1034
1112	241
1112	638
1112	690
1113	18
1113	54
1114	672
1114	716
1114	835
1115	164
1115	167
1115	238
1115	338
1117	450
1117	556
1117	823
1118	291
1118	644
1119	322
1119	404
1119	538
1119	784
1120	983
1121	408
1121	421
1121	873
1122	278
1122	934
1123	308
1123	382
1123	668
1125	311
1125	377
1127	300
1127	364
1127	551
1127	799
1128	392
1128	628
1129	8
1130	39
1130	199
1130	763
1130	969
1132	169
1132	200
1132	721
1132	851
1132	1025
1133	71
1133	490
1133	752
1134	7
1134	301
1134	651
1134	667
1134	733
1134	800
1134	897
1135	851
1136	795
1137	661
1138	1056
1139	534
1139	954
1140	934
1140	1009
1141	612
1142	223
1142	341
1142	773
1143	948
1144	257
1145	302
1145	508
1145	888
1145	1040
1146	281
1148	753
1149	356
1150	234
1150	580
1151	294
1152	314
1153	551
1154	467
1154	487
1154	740
1154	757
1155	371
1155	500
1157	462
1157	486
1158	327
1158	677
1159	228
1160	308
1160	808
1160	880
1160	1134
1161	1025
1161	1039
1162	882
1162	1015
1163	811
1163	815
1164	21
1164	938
1166	1018
1167	109
1167	218
1167	283
1167	328
1167	390
1167	521
1167	532
1167	750
1168	662
1170	836
1170	1060
1171	642
1171	826
