SOURCE	TARGET
22	20
42	40
66	31
67	19
70	25
71	56
81	20
82	8
86	73
100	19
125	102
126	119
127	31
131	126
135	65
142	46
145	70
156	30
157	49
157	126
165	61
169	96
174	75
179	97
184	38
188	41
194	21
194	99
194	187
197	174
203	87
209	180
215	82
216	126
219	103
219	196
223	5
223	134
223	147
226	128
228	97
229	127
231	193
235	133
236	146
238	79
238	189
239	126
244	142
245	96
246	3
246	172
247	108
247	151
249	169
251	41
262	157
264	92
264	229
265	57
266	50
268	136
271	98
272	65
272	84
276	248
278	119
278	199
280	201
282	53
283	52
283	160
285	261
287	72
289	10
290	175
291	104
293	160
294	188
296	127
297	184
300	176
300	265
301	201
302	90
303	150
303	290
305	106
309	205
311	25
311	66
311	168
312	20
312	23
313	38
314	83
317	244
318	129
319	147
320	169
322	70
322	210
323	307
328	186
330	159
331	59
331	310
333	140
333	173
333	293
334	149
335	312
335	331
338	219
342	78
342	105
342	307
343	197
343	332
348	62
348	76
350	315
352	15
352	71
353	277
353	290
356	221
356	234
356	294
360	74
362	310
363	35
364	213
367	22
367	64
368	149
370	246
371	22
372	175
373	293
376	180
379	228
379	247
380	131
380	137
380	337
381	115
384	89
385	344
386	163
388	98
390	201
391	25
391	124
392	57
395	254
397	122
397	239
398	119
399	248
400	49
400	68
404	36
404	188
406	205
408	338
409	96
409	266
410	14
414	16
414	53
414	169
414	210
417	53
418	154
418	160
418	186
421	270
422	26
422	144
424	231
425	384
427	227
430	38
430	398
431	316
432	32
432	244
432	272
433	413
435	321
435	332
436	90
436	330
437	97
439	222
440	279
440	337
440	344
445	120
445	218
446	115
447	54
447	139
449	46
449	213
450	148
452	128
452	312
452	356
453	265
454	275
455	149
455	175
456	334
457	43
458	10
458	316
459	134
459	143
460	167
460	398
461	220
461	316
462	408
463	100
465	273
465	384
466	386
466	464
468	39
470	15
472	6
473	95
473	260
474	244
474	269
475	358
475	371
477	94
477	106
477	170
477	382
479	53
479	344
482	69
482	340
483	292
485	169
486	120
486	122
487	259
487	314
487	388
488	201
489	229
491	170
491	211
492	426
494	95
495	92
497	137
497	141
497	176
498	289
499	251
499	314
500	296
500	375
502	53
503	363
504	192
505	355
506	504
510	65
510	87
511	17
512	115
513	103
513	210
514	126
514	263
514	370
515	340
516	477
518	29
518	101
520	59
520	237
520	440
524	192
524	209
525	188
528	170
528	312
528	479
530	69
530	162
530	501
533	83
533	218
533	448
534	415
535	111
535	275
535	398
536	40
536	194
537	522
539	327
541	126
542	76
543	384
544	501
545	17
546	231
546	282
550	7
552	239
554	524
555	274
557	272
558	420
558	467
558	502
560	447
562	253
563	25
565	161
566	287
567	264
567	381
567	406
569	216
570	454
571	11
571	233
571	329
571	490
572	104
572	307
572	449
572	511
573	32
573	202
573	411
574	142
575	255
575	541
576	527
577	124
578	301
578	523
579	38
579	177
579	213
579	296
579	495
580	12
580	313
582	196
582	240
583	108
583	121
584	306
585	91
585	171
585	374
591	341
593	302
594	216
594	572
596	371
596	496
598	46
598	432
601	195
604	275
604	481
604	506
605	28
605	402
606	21
607	217
609	215
610	17
610	296
610	348
613	572
614	107
614	149
617	145
617	501
618	76
618	327
619	103
619	367
622	202
622	276
622	374
622	538
623	76
624	293
624	529
624	546
625	0
626	217
627	283
627	478
628	355
628	473
628	510
628	548
629	443
629	562
630	349
631	210
632	282
632	610
633	302
633	533
634	355
634	577
635	283
635	441
636	111
636	219
637	80
638	231
640	162
640	513
641	9
641	266
643	305
644	435
646	68
647	39
651	47
653	118
653	512
654	261
655	451
655	583
656	161
657	66
658	264
659	600
660	8
660	57
661	343
662	56
662	88
662	205
662	576
663	33
663	315
664	275
666	379
666	457
667	43
668	36
668	353
669	553
670	547
672	430
673	19
673	99
674	210
678	573
679	109
679	207
679	410
680	124
680	357
681	134
682	91
682	139
682	208
686	490
687	79
688	510
689	67
689	187
690	518
691	20
692	181
692	546
692	687
696	231
696	557
697	140
697	696
698	332
699	475
699	631
700	624
701	122
701	549
702	546
703	612
705	131
706	565
707	136
708	705
710	446
711	73
711	118
711	419
713	21
713	584
714	507
714	522
714	552
714	684
715	364
716	123
716	253
717	709
718	24
718	406
718	415
719	142
719	400
721	470
722	24
723	169
724	16
725	388
725	402
725	598
727	145
727	545
728	249
728	666
729	190
729	294
729	592
730	500
731	10
731	623
731	728
732	136
732	436
733	206
735	695
736	240
737	100
740	179
740	217
740	306
741	174
742	477
743	40
743	191
744	503
745	95
746	21
746	680
747	255
748	222
748	239
749	186
749	669
750	264
750	637
751	443
752	413
752	681
753	559
754	3
755	363
756	123
757	266
757	676
757	692
758	157
758	205
758	485
759	33
759	211
759	678
760	142
760	157
760	473
761	239
762	155
762	239
764	311
765	391
765	434
765	614
766	120
766	352
767	509
767	637
768	49
769	200
770	475
770	611
771	584
772	4
774	16
775	56
775	578
775	769
778	7
778	69
778	193
779	466
779	555
781	24
781	319
781	697
782	480
782	530
783	361
783	478
785	377
786	96
787	208
787	337
787	656
788	568
788	656
788	756
790	688
791	45
791	105
791	268
792	101
792	450
792	596
794	662
795	482
797	523
797	586
798	177
798	350
799	0
799	317
799	329
800	293
801	38
802	435
802	446
803	294
803	736
804	3
804	283
804	561
805	349
805	398
805	776
807	576
808	322
808	756
809	463
809	728
810	635
811	180
811	255
812	249
812	319
812	395
813	787
814	163
814	179
814	568
815	168
815	574
817	328
818	224
818	369
818	675
819	264
819	484
819	685
820	293
820	552
820	617
820	635
821	753
824	531
826	46
826	644
826	748
827	242
828	333
828	343
829	227
829	511
830	299
831	321
831	817
832	186
833	801
834	691
835	221
835	559
835	568
837	478
837	529
838	394
838	497
839	274
839	507
840	778
841	56
841	131
842	488
842	656
845	136
847	369
847	588
848	548
848	555
848	600
848	733
849	63
849	489
849	757
850	134
850	225
850	630
851	68
851	759
852	150
854	147
855	217
855	429
857	739
859	171
859	200
859	279
862	13
862	130
862	352
863	177
863	792
864	57
864	271
864	623
865	379
866	604
867	481
868	521
868	664
868	758
869	83
869	680
870	347
871	597
871	628
871	643
872	262
873	62
873	157
873	460
873	544
874	714
876	249
876	629
878	37
878	368
879	92
879	541
879	579
880	628
880	706
882	312
882	574
882	608
884	618
885	182
885	214
885	314
886	695
888	418
888	759
889	277
890	694
890	699
891	370
891	428
891	494
891	529
893	97
893	115
893	470
894	268
894	297
895	264
896	206
896	561
896	602
897	602
898	20
898	149
898	154
898	420
899	37
899	324
899	653
900	518
901	45
901	388
901	807
904	565
905	244
905	792
906	229
906	278
906	654
906	834
908	412
910	700
911	549
912	212
912	889
913	176
913	601
914	164
914	299
915	29
915	396
915	622
916	184
916	190
916	730
916	915
917	546
917	569
917	692
918	343
918	869
920	551
922	298
922	343
922	432
923	27
924	24
924	53
924	129
925	252
926	508
928	84
928	552
929	216
929	916
930	339
930	707
931	190
932	263
932	916
933	46
933	776
933	864
934	202
934	659
935	400
935	401
936	222
937	714
938	177
938	208
938	760
938	811
938	895
940	416
940	665
940	706
941	277
941	343
941	347
941	718
943	171
944	144
944	465
945	667
946	161
946	314
946	575
946	646
946	824
947	656
947	711
948	153
948	297
948	555
949	212
951	466
951	483
952	275
952	939
953	159
953	335
954	349
954	462
954	493
954	524
954	552
956	431
957	148
957	214
957	825
957	838
957	948
958	297
958	686
958	940
959	79
959	573
963	491
964	14
965	68
965	439
966	20
966	205
967	906
967	922
968	691
968	876
968	894
969	560
972	297
972	875
973	36
973	410
973	466
973	520
973	756
976	806
977	171
977	324
977	463
977	577
979	47
980	929
982	443
982	584
982	830
982	943
982	966
983	147
984	923
985	435
985	764
985	808
986	68
986	164
987	475
987	703
987	785
988	155
988	246
988	635
988	808
989	223
990	612
990	767
991	65
992	401
992	557
992	644
993	25
994	295
994	957
995	294
995	342
995	963
996	702
996	728
998	245
999	169
999	261
1000	18
1000	41
1000	227
1000	486
1000	931
1001	499
1002	722
1004	885
1005	974
1006	206
1007	459
1007	714
1008	30
1008	174
1008	914
1009	710
1010	165
1010	614
1011	638
1012	426
1012	437
1013	978
1014	217
1014	263
1014	496
1014	650
1014	994
1015	773
1015	904
1016	786
1017	409
1017	423
1017	681
1017	754
1017	860
1018	375
1019	405
1019	929
1020	305
1021	673
1022	94
1022	166
1022	611
1023	321
1024	585
1025	341
1025	582
1025	757
1025	761
1026	599
1027	515
1027	518
1027	630
1028	438
1028	461
1028	915
1028	931
1028	948
1029	232
1029	391
1030	294
1030	575
1030	822
1031	539
1031	776
1032	244
1032	804
1032	816
1033	45
1033	489
1033	814
1034	495
1034	768
1035	54
1037	206
1037	366
1038	212
1039	211
1039	639
1040	574
1041	150
1041	269
1041	894
1042	104
1042	452
1043	326
1043	708
1045	316
1046	871
1046	915
1048	69
1048	146
1049	951
1050	60
1051	54
1051	426
1051	714
1052	90
1052	138
1052	435
1052	777
1053	44
1055	1
1055	163
1055	563
1056	160
1056	282
1056	1015
1056	1023
1058	755
1059	220
1059	414
1059	660
1059	729
1060	944
1060	1055
1061	582
1061	599
1061	977
1061	1034
1062	980
1062	1021
1063	1
1063	91
1063	940
1064	493
1064	620
1065	252
1065	427
1065	640
1066	18
1066	91
1066	164
1066	274
1066	277
1066	474
1066	482
1066	598
1067	305
1067	449
1067	877
1068	538
1068	733
1068	799
1069	160
1069	288
1069	318
1069	734
1070	740
1071	646
1071	658
1071	729
1071	813
1072	558
1073	867
1073	1034
1074	396
1074	1005
1075	256
1075	547
1075	925
1076	319
1076	723
1076	730
1077	125
1077	593
1077	636
1077	1063
1078	246
1078	677
1079	77
1079	486
1079	960
1080	827
1081	857
1082	21
1082	287
1082	1031
1084	6
1084	850
1084	1063
1085	230
1085	1013
1086	80
1087	329
1087	400
1087	894
1088	313
1088	1032
1089	88
1089	462
1089	701
1089	942
1090	245
1092	782
1093	825
1094	44
1094	596
1095	151
1095	986
1096	18
1096	32
1096	105
1096	192
1096	229
1096	840
1096	1090
1097	110
1097	432
1097	876
1097	1078
1098	694
1098	929
1099	140
1099	155
1099	344
1099	626
1099	792
1100	788
1100	1095
1101	338
1101	370
1101	456
1101	513
1101	618
1101	675
1102	93
1103	80
1103	192
1103	314
1104	673
1105	13
1105	248
1105	301
1105	821
1105	931
1106	173
1106	197
1106	759
1107	49
1107	239
1107	819
1108	442
1109	849
1109	1066
1110	804
1110	1074
1110	1090
1111	562
1112	28
1112	385
1112	620
1113	849
1114	612
1114	625
1114	1074
1115	920
1116	458
1116	795
1116	916
1116	1051
1117	407
1117	705
1118	671
1118	952
1118	998
1119	695
1119	1016
1120	1079
1121	943
1122	99
1123	556
1123	845
1124	72
1125	563
1126	473
1126	629
1126	815
1126	850
1126	1097
1127	55
1127	90
1127	335
1127	490
1127	875
1128	775
1130	1075
1131	849
1131	1061
1132	107
1133	535
1133	1108
1134	465
1135	264
1135	659
1135	851
1136	863
1136	978
1137	291
1137	414
1138	440
1138	1000
1139	147
1139	610
1139	834
1139	1043
1140	976
1142	74
1143	449
1143	631
1143	734
1144	20
1144	44
1144	164
1144	509
1145	1075
1146	550
1146	569
1146	850
1147	613
1147	1019
1149	825
1149	895
1150	315
1150	786
1150	810
1150	834
1151	1111
1152	136
1153	248
1153	514
1153	585
1154	137
1154	441
