SOURCE	TARGET
41	29
72	21
81	75
107	51
107	93
122	5
136	32
136	96
137	63
144	141
146	82
152	92
155	94
159	58
161	158
164	6
167	103
171	27
172	100
174	163
175	44
176	108
177	176
179	56
180	64
182	25
188	147
192	36
197	17
198	3
198	79
199	13
199	19
202	170
208	80
209	166
212	73
214	181
216	76
218	97
219	79
221	16
223	70
227	126
229	50
231	89
233	77
237	226
239	231
240	6
240	115
240	207
241	158
242	45
243	50
246	42
246	155
246	209
250	21
250	171
252	86
253	187
254	173
258	200
259	29
259	162
263	24
264	1
264	57
265	36
265	70
265	247
267	191
268	233
269	214
270	237
272	127
275	39
277	203
280	57
281	161
282	57
282	218
283	101
285	72
293	223
293	261
294	219
296	147
297	174
298	274
301	22
302	33
302	288
303	199
304	179
306	275
309	123
309	194
311	52
313	0
315	245
316	260
318	189
320	233
321	219
324	93
325	235
326	196
329	185
329	191
330	131
333	44
333	68
333	268
335	156
335	253
341	211
341	305
343	111
343	124
343	239
352	114
353	92
355	201
357	18
357	354
358	84
358	165
360	210
360	223
361	196
361	322
361	347
366	1
366	183
369	35
369	141
369	149
371	198
373	39
374	90
374	110
374	280
375	226
377	363
380	226
381	145
382	223
388	113
388	229
389	169
390	162
390	256
390	340
392	4
392	9
392	165
395	142
395	243
396	185
399	201
400	364
401	7
401	126
401	363
402	293
403	397
404	89
404	98
405	57
406	229
412	161
413	322
414	347
415	153
415	363
417	152
417	350
420	392
422	0
423	109
424	282
424	324
428	163
428	396
429	97
430	223
430	309
431	66
432	195
433	366
433	391
434	10
434	50
434	373
438	159
439	221
440	188
440	418
441	304
441	376
442	17
443	317
444	329
448	279
448	407
449	81
449	400
453	448
454	64
456	206
456	259
457	73
458	160
458	229
459	56
460	354
460	360
460	372
462	388
467	118
467	122
471	78
471	148
471	441
477	30
479	50
481	125
481	246
481	315
481	411
481	434
482	358
486	252
487	271
493	244
493	321
495	413
495	454
495	486
496	188
499	458
502	298
503	28
503	342
503	401
505	99
508	28
508	112
509	477
510	492
512	229
512	449
513	207
513	396
514	142
515	133
515	227
516	315
516	323
517	136
519	384
520	139
520	513
522	217
522	382
524	190
524	290
525	157
526	159
529	84
529	94
530	10
531	322
531	371
533	237
534	387
535	425
536	138
536	354
537	35
537	173
538	180
540	249
541	35
541	205
542	449
543	433
544	296
545	397
545	510
546	408
546	536
547	117
547	388
552	235
554	163
555	52
555	197
555	482
556	251
556	271
557	57
558	306
559	130
560	446
561	508
562	380
563	390
564	51
564	352
564	367
566	116
566	261
566	282
566	390
567	86
567	112
567	333
567	430
568	315
568	384
569	492
571	144
571	154
572	271
573	139
574	408
576	337
576	557
578	267
580	157
581	373
583	102
584	214
584	472
587	90
587	92
588	54
589	266
592	281
592	286
594	348
594	359
597	17
598	245
599	105
601	112
601	319
601	433
602	275
603	394
603	460
604	243
605	346
605	489
606	154
606	309
607	601
610	22
610	436
612	488
613	459
613	496
613	504
614	547
617	419
618	96
618	425
619	107
620	13
621	537
622	422
622	569
623	211
624	603
625	37
625	622
627	51
627	529
629	159
629	514
630	54
630	282
630	340
633	489
633	542
634	33
634	240
635	57
636	187
636	326
636	505
637	165
638	340
638	518
640	313
641	263
642	284
644	86
644	560
645	551
646	65
646	615
647	521
647	583
648	305
650	210
650	406
651	14
652	25
652	327
652	416
654	17
654	445
655	17
655	438
657	140
658	130
660	629
661	12
662	206
662	352
663	216
663	442
664	75
664	250
665	74
667	17
667	21
668	355
668	513
671	50
671	277
671	315
672	525
672	634
673	523
674	66
674	578
675	190
676	109
676	461
676	621
677	417
678	582
679	414
680	549
681	89
682	676
683	269
685	474
686	591
687	174
688	569
689	1
689	142
689	236
689	682
690	110
692	170
693	502
693	537
694	84
695	637
697	353
697	356
697	608
698	412
698	628
699	146
699	162
699	209
700	534
702	93
702	252
702	284
703	54
703	437
704	476
704	688
705	3
705	167
705	289
706	621
708	487
709	106
710	390
710	648
712	132
712	503
713	72
713	587
714	308
716	57
719	474
720	9
720	99
721	329
721	555
722	564
725	335
725	524
726	283
727	26
727	69
727	219
727	457
727	543
729	294
730	81
730	225
731	410
733	300
733	353
735	385
735	685
735	688
736	473
737	82
737	710
738	692
738	728
739	190
739	573
741	154
742	124
742	351
742	723
743	503
744	191
745	614
746	213
746	598
746	623
748	478
749	343
749	480
750	387
750	465
751	409
752	683
752	691
754	513
754	634
755	141
758	31
758	599
758	722
760	215
760	638
760	695
761	576
761	669
763	19
763	720
764	164
764	284
764	369
764	394
764	704
765	37
765	691
766	64
766	428
767	157
767	193
767	764
768	303
768	473
769	715
773	481
774	718
775	36
775	174
775	473
775	633
776	457
777	377
777	657
777	662
778	205
778	650
780	745
781	475
781	553
781	577
782	211
782	628
784	80
784	261
784	412
785	67
785	133
786	75
786	418
786	533
788	37
789	414
789	750
791	247
791	286
792	317
793	315
794	311
794	511
796	187
797	228
797	245
799	459
800	230
800	304
800	497
800	508
800	519
800	789
801	359
801	535
802	36
803	264
803	424
804	130
804	202
806	156
806	451
807	188
808	46
808	172
808	405
809	624
810	291
811	440
811	465
813	70
814	33
814	38
815	125
815	194
815	613
818	195
818	461
818	672
818	802
819	41
819	580
820	254
821	228
821	312
821	394
823	162
824	534
825	173
825	231
826	751
827	24
827	190
827	455
827	507
827	673
829	603
829	801
830	202
830	337
830	607
830	749
831	287
831	787
833	299
833	314
833	661
834	601
834	694
835	697
836	365
837	827
838	167
839	257
839	603
840	85
840	343
840	454
842	212
842	334
842	816
847	833
848	58
848	102
848	435
849	37
849	228
849	273
849	827
850	564
850	837
851	316
851	546
852	29
852	500
852	786
853	200
854	510
854	760
855	617
855	808
856	21
856	94
857	32
859	271
859	290
859	315
859	619
859	661
859	695
861	115
861	613
861	837
862	299
862	857
863	9
863	487
863	492
863	686
864	183
864	789
866	35
866	89
866	306
866	730
866	823
867	59
868	114
868	246
868	292
868	380
868	503
870	75
871	430
873	38
873	449
874	202
874	745
874	844
875	86
875	151
876	48
876	299
876	790
876	837
877	202
877	275
877	277
877	295
877	300
879	211
879	447
879	620
880	135
880	333
881	106
881	819
882	15
882	220
882	617
883	169
883	404
883	471
883	525
883	765
883	797
885	299
885	494
885	715
886	312
886	355
886	510
887	391
887	726
888	10
888	377
888	401
889	365
889	492
889	829
889	861
890	139
890	427
890	435
891	618
891	825
892	46
893	767
893	789
893	797
894	261
895	114
895	123
895	876
896	319
896	620
897	36
897	42
897	67
897	256
898	359
898	510
899	401
900	477
900	520
901	169
901	282
901	529
902	217
902	535
902	778
903	158
903	728
904	177
904	290
904	315
904	897
905	142
905	195
905	606
905	800
905	897
906	202
906	205
906	691
907	49
907	535
907	566
907	810
908	191
908	481
908	670
909	294
911	135
911	581
912	191
912	754
912	813
912	841
913	912
914	35
914	749
914	782
915	909
916	116
916	127
916	642
917	858
918	326
919	36
919	159
919	636
919	895
920	99
920	300
920	764
921	596
922	363
922	479
922	819
923	612
923	892
924	33
925	548
926	277
926	477
927	220
927	827
928	380
929	234
930	617
931	46
931	120
931	185
931	232
931	349
932	222
932	275
932	533
932	613
933	800
934	153
935	24
935	256
935	493
935	826
936	20
936	358
936	623
936	653
936	731
936	912
937	306
937	324
937	384
938	258
938	350
938	433
938	721
938	894
939	250
939	553
939	557
940	67
940	153
940	241
941	212
941	454
941	600
941	724
942	593
943	296
943	361
944	401
946	284
946	562
946	677
946	740
947	81
947	89
947	563
947	761
948	63
948	681
949	535
949	602
950	229
951	25
951	481
952	406
953	843
954	367
954	608
956	84
956	210
956	827
956	857
958	76
958	927
959	412
959	659
960	59
960	518
960	767
961	9
961	135
963	12
963	46
963	85
963	187
963	351
963	558
963	737
964	345
964	797
965	319
965	959
966	660
967	587
967	693
967	749
967	952
967	955
968	254
968	319
968	366
968	733
969	118
970	148
971	493
971	661
973	288
974	104
974	508
974	683
974	894
974	895
975	659
976	355
976	469
976	760
978	432
978	815
978	850
979	142
979	422
979	517
979	965
980	87
980	327
980	501
981	618
982	959
983	340
984	174
985	321
985	755
985	885
986	450
987	407
987	615
987	832
988	451
988	765
989	351
989	981
990	367
990	435
990	757
991	48
991	74
991	404
991	653
992	33
992	881
993	364
993	526
993	880
995	282
995	687
995	746
997	78
997	604
997	792
998	187
998	250
999	160
999	418
999	448
999	535
1000	403
1000	615
1002	430
1002	823
1002	851
1003	103
1003	113
1003	115
